"","name","liaison","ownership_structure","capacity","independent_booking","events_per_month","years_operating","funding_source","interdisciplinarity","event_promotion","purpose","community_focus","creativity","experimentation","threats_neighbors","threats_cost","threats_licensing","description","contact_name","contact_email","contact_telephone","address","street","genre","venueType_club","venueType_disco","venueType_openAir","venueType_concertHall","venueType_theater","venueType_cinema","venueType_musicBar","venueType_gallery","venueType_restaurant","venueType_warehouse","venueType_arena","venueType_shop","venueType_studio","address_admin","APN","url","zip","county","city","y","x"
"278","The Treehouse","","3. Information unavailable","","4. Information unavailable","","","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely",NA,"1.Not At All Likely",0,0,0,"The Treehouse is an East Nashville original restaurant and bar.","","","(615) 454-4201","","","No Genre Specifed",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"1011 CLEARVIEW AVE","08309013800","https://treehousenashville.com/",37206,"Davidson","Nashville",36.177900155391,-86.7504390473681
"279","The Underdog ","","3. Information unavailable","","2. Sometimes","","","1. Ticket sales","1.Not At All Likely","3. Somewhat likely","3. Somewhat likely","3. Somewhat likely",NA,"1.Not At All Likely",0,0,0,"East Nashville, Inglewood neighborhood bar. Affordable drinks with a laid back atmosphere. Live music. ","","theunderdognashville@gmail.com","(310) 428-4219","","","No Genre Specifed",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","The Valentine","","2. No","600","4. Information unavailable","4. 20+ Events per month","2. 3-10 Years","4. Mixed/all of the above","1.Not At All Likely","2. Not too likely","3. Somewhat likely","1.Not At All Likely",NA,"1.Not At All Likely",0,0,0,"Prohibition-era themed, four-story upscale saloon & music venue with light American eats & signature cocktails","","","(629) 202-6979","","","No Genre Specifed",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"312 BROADWAY","09306400500","https://thevalentinenashville.com/",37201,"Davidson","Nashville",36.161487691148,-86.7767722661479
"281","The Vinyl Lounge","","3. Information unavailable","","2. Sometimes","3. 11-20 Events per month","1. 0-3 Years","4. Mixed/all of the above","3. Somewhat likely","4. Very Likely","4. Very Likely","4. Very Likely",NA,"4. Very Likely",0,0,0,"Brought to you by the owners of The VinyLab, this is the only spot where you can grab a drink while also watching vinyl record presses in action. Our unique and spacious modern industrial space makes the perfect Music City event venue.","Scott Lemasters","","(615) 891-4860","","","No Genre Specifed",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"1414 3RD AVE S","10507043500","https://www.thevinyloungenashville.com/",37210,"Davidson","Nashville",36.1413012169663,-86.762683546987
"282","The Wedge pizza Pub","","1. Yes","","4. Information unavailable","","1. 0-3 Years","","1.Not At All Likely","2. Not too likely","2. Not too likely","2. Not too likely",NA,"1.Not At All Likely",0,0,0,"The Wedge Pizza Pub, started by former musicians, is opening in Geodis Park's neighborhood. The indoor-outdoor space will have a laid-back feel, local market, stage for live music and comedy and host Nashville SC watch parties.","","","(718) 979-9110","","","No Genre Specifed",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"2020 LINDELL AVE","10510036000","https://wedgepizzapub.com/",37203,"","",36.1308866279535,-86.7729473045824
"283","Thirsty Turtle Sports Grill","","3. Information unavailable","","4. Information unavailable","","","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely",NA,"1.Not At All Likely",0,0,0,"The Thirsty Turtle is a family-friendly restaurant and bar. They also host Karaoke every friday and Saturday night. They also host latin music night every Thursday.","","","(615) 866-9260","","","Latin",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"1307 BELL RD","16200029000","https://www.thirstyturtleonline.com/",NA,"","Antioch",36.0468939031077,-86.6746602427884
"284","Tin Roof Broadway","Marcus Dowling","3. Information unavailable","550","4. Information unavailable","3. 11-20 Events per month","4. 20+ Years","4. Mixed/all of the above","1.Not At All Likely","3. Somewhat likely","1.Not At All Likely","1.Not At All Likely",NA,"1.Not At All Likely",0,0,0,"Unpretentious shotgun shack bar & music venue with creative takes on American pub food.","","","(615) 242-4446","","","No Genre Specifed",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"316 BROADWAY","09306201200","https://tinroofbroadway.com/",37201,"Davidson","Nashville",36.1615584203417,-86.7768999696832
"285","Tootsie's Orchid Lounge","Marcus Dowling","2. No","800","4. Information unavailable","4. 20+ Events per month","4. 20+ Years","4. Mixed/all of the above","1.Not At All Likely","3. Somewhat likely","3. Somewhat likely","1.Not At All Likely",NA,"1.Not At All Likely",0,0,0,"This historic watering hole and prototypical honky-tonk is across the alley from the Ryman.","","","(615) 726-0463","","","Country",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"422 BROADWAY","09306307300","https://tootsies.net/",37203,"Davidson","Nashville",36.1609099825001,-86.7782858213292
"286","Tootsie's Orchid Lounge (Nashville Intl. Airport)","Marcus Dowling","2. No","Null","4. Information unavailable","","","3. Tips","2. Not too likely","2. Not too likely","2. Not too likely","1.Not At All Likely",NA,"1.Not At All Likely",0,0,0,"Spinoff of the historic Nashville honky tonk featuring drinks, live music & eats.","","","(615) 275-4329","","","Country",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"1 TERMINAL DR","10700005000","https://tootsies.net/",37214,"Davidson","Nashville",36.1272169186737,-86.6802175210344
"287","Top Golf","","2. No","","4. Information unavailable","","","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely",NA,"1.Not At All Likely",0,0,0,"Topgolf features 102 bays over 3 floors, an amazing rooftop terrace, lively bars, concert venue, and a golf game","Kris Horton","","615-777-3007","","","No Genre Specifed",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"500 COWAN ST","08210006200","https://topgolf.com/us/nashville/",37207,"Davidson","Nashville",36.1786576976641,-86.7777711471362
"288","Tribe","Adrianna Flax","1. Yes","Null","3. Never","4. 20+ Events per month","4. 20+ Years","","4. Very Likely","3. Somewhat likely","2. Not too likely","3. Somewhat likely",NA,"1.Not At All Likely",0,0,0,"Cocktails & delicious pub food are served at this lively gay lounge with pool tables, a dance floor, streaming music videos, and themed nights.","","","(615) 329-2912","","","No Genre Specifed",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"1515 CHURCH ST","09212036400","https://www.tribenashville.com/",37203,"Davidson","Nashville",36.1567776701249,-86.793183416679
"289","TRUE Music Room and Bar (Cambria Hotel & Suites)","","2. No","130","4. Information unavailable","","","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","3. Somewhat likely",NA,"4. Very Likely",0,0,0,"Hotel eatery, poolside bar and concert venue with seasonal small plates and skyline views.","","","(615) 515-5800","","","No Genre Specifed",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"118 8TH AVE S","09310048900","https://www.cambrianashville.com/",37203,"Davidson","Nashville",36.1577317304799,-86.7809518863178
"290","TSU Performing Arts Center","Eric Holt","2. No","","4. Information unavailable","","","","4. Very Likely","","3. Somewhat likely","3. Somewhat likely",NA,"4. Very Likely",0,0,0,"
The Tennessee State University Performing Arts Center is a performing arts venue located on the campus of Tennessee State University in Nashville, Tennessee. The center hosts a variety of performances and events throughout the year, including plays, musicals, dance performances, and concerts.
","","","(615) 963-2027

","","","No Genre Specifed",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"3401 JOHN A MERRITT BLVD","09201001900","https://www.tnstate.edu/music/",37209,"Davidson","Nashville",36.1646726396315,-86.8300918151283
"291","Twin Kegs II","","1. Yes","100","4. Information unavailable","3. 11-20 Events per month","2. 3-10 Years","4. Mixed/all of the above","1.Not At All Likely","3. Somewhat likely","2. Not too likely","3. Somewhat likely",NA,"1.Not At All Likely",0,0,0,"One of the oldest bars in South Nashville a tiny, old-school watering hole with a picket-fence patio serving burgers & featuring live music - all ages until 9 PM","","info@twinkegs.com","(615) 301-8675","","","No Genre Specifed",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"327 HERMITAGE AVE","09413005100","http://www.twinkegs.com/",37210,"Davidson","Nashville",36.1534505096648,-86.7482428280037
"292","Twelve Keys Saloon","","3. Information unavailable","","4. Information unavailable","3. 11-20 Events per month","","4. Mixed/all of the above","1.Not At All Likely","3. Somewhat likely","4. Very Likely","3. Somewhat likely",NA,"1.Not At All Likely",0,0,0,"Twelve beers on tap and music almost every night.","","","(615) 953-7131","4719 Andrew Jackson Pkwy., Hermitage, TN 37076","Andrew Jackson Pkwy","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"4719 ANDREW JACKSON PKWY","06416001100","http://www.twelvekeyssaloon.com/",37076,"Davidson","Hermitage",36.2164433975148,-86.5971661517623
"293","Up a roof top lounge","","2. No","","4. Information unavailable","","","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely",NA,"1.Not At All Likely",0,0,0,"Rooftop lounge perched atop the Fairfield by Marriott in the Gulch","","","(615) 690-1722","","","No Genre Specifed",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"901 DIVISION ST","09314056700","https://www.uprooftoplounge.com/",37203,"Davidson","Nashville",36.1500946772577,-86.7817435776449
"294","Urban Cowboy Public House Bar","Adrianna Flax","1. Yes","","4. Information unavailable","4. 20+ Events per month","2. 3-10 Years","","1.Not At All Likely","2. Not too likely","2. Not too likely","3. Somewhat likely",NA,"1.Not At All Likely",0,0,0,"Its  a bar and lounge located in the Urban Cowboy Boutique Hotel downtown Nashville. It offers drinks, snack and  also hosts live music performances and special events","","nashville@urbancowboy.com","(347) 840-0525","","","No Genre Specifed",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"1603 WOODLAND ST","08310018500","https://www.urbancowboy.com/nashville/events/",37206,"Davidson","Nashville",36.1771610396994,-86.7416052965374
"295","Van Gogh's Ear Wine Bar","","3. Information unavailable","","3. Never","","","","1.Not At All Likely","2. Not too likely","","",NA,"1.Not At All Likely",0,0,0,"Van Gogh Wine Bar have live music on the weekends and offer line dance lessons and two-step instruction for bachelorette parties.","","","","","","No Genre Specifed",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"1112 WOODLAND ST","08309017500","https://www.facebook.com/people/Van-Goghs-Ear/100069552334154/?ref=py_c",37206,"Davidson","Nashville",36.1770399208791,-86.7486941301736
"296","Vinyl Tap","Adrianna Flax","1. Yes","Null","4. Information unavailable","3. 11-20 Events per month","2. 3-10 Years","","3. Somewhat likely","4. Very Likely","4. Very Likely","4. Very Likely",NA,"1.Not At All Likely",0,0,0,"Chill music-centric watering hole with craft brews, updated bar fare & vinyl records for sale in East Nashville, featuring live music events","Todd Hedrick","todd@vinyltapnashville.com","(615) 454-3995","","","No Genre Specifed",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"2038 GREENWOOD AVE","08303006400","http://www.vinyltapnashville.com/",37206,"Davidson","Nashville",36.1885025419109,-86.7295953266457
"297","WannaB's Karaoke Bar","","2. No","","4. Information unavailable","","","","1.Not At All Likely","1.Not At All Likely","3. Somewhat likely","1.Not At All Likely",NA,"1.Not At All Likely",0,0,0,"Part of the Tequila Cowboy and TC Restaurant Group, WannaB’s Karaoke Bar is an immersive, interactive musical experience with professional sound complete with an elevated stage and lighting. The KJs are professional DJs and singers. ","","TCGuestservice@tcrestgroup.com","","","","No Genre Specifed",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"305 BROADWAY","09306402600","https://tequilacowboy.com/Nashville/wannabs/",37201,"Davidson","Nashville",36.1612463806724,-86.7760994756584
"298","War Memorial Auditorium","Adrianna Flax","2. No","2044","4. Information unavailable","3. 11-20 Events per month","4. 20+ Years","","3. Somewhat likely","3. Somewhat likely","3. Somewhat likely","3. Somewhat likely",NA,"1.Not At All Likely",0,0,0,"A versatile concert hall located in front of the TN state capitol which features a crescent shaped stage where live albums have been recorded. It now functions as a multipurpose space","","","(615) 782-4030","","","No Genre Specifed",NA,NA,NA,1,"",NA,NA,NA,NA,NA,NA,NA,NA,"301 6TH AVE N","09301008100","https://cart.tpac.org/events?k=WarMemorial",37243,"Davidson","Nashville",36.1644895542079,-86.7831345291273
"299","Whiskey Bent Saloon","","2. No","","4. Information unavailable","4. 20+ Events per month","4. 20+ Years","4. Mixed/all of the above","1.Not At All Likely","2. Not too likely","2. Not too likely","1.Not At All Likely",NA,"1.Not At All Likely",0,0,0,"It is a bar located in downtown Nashville, Tennessee. It is known for its great drinks, live music, and casual atmosphere. Features lively bands, Broadway's largest specialty bourbon/whiskey selection, the only iced down beer on the street, no smoking, and extra friendly service. Our bands play a mixture of country and classic rock.","","","","","","Country & Classic Rock",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"306 BROADWAY","09306202700","https://www.whiskeybentsaloon.com/",37201,"Davidson","Nashville",36.1616537692582,-86.7764930604171
"300","Wildhorse Saloon","","1. Yes","1200","4. Information unavailable","3. 11-20 Events per month","4. 20+ Years","4. Mixed/all of the above","1.Not At All Likely","2. Not too likely","2. Not too likely","2. Not too likely",NA,"1.Not At All Likely",0,0,0,"Southern food, live-music acts, multiple bars & free nightly dance lessons in a 3-story space.","","","(615) 902-8200","","","No Genre Specifed",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"120 2ND AVE N","09306208100","https://wildhorsesaloon.com/",37201,"Davidson","Nashville",36.1627052783604,-86.7751670293766
"301","Winners Bar & Grill","Marcus Dowling","2. No","350","4. Information unavailable","","","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely",NA,"1.Not At All Likely",0,0,0,"Lively restaurant & bar serving American comfort food & featuring live bands performing weekly.","","","(615) 340-0004","","","No Genre Specifed",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"1913 DIVISION ST","09216025500","https://www.coldbeerentertainment.com/",37203,"Davidson","Nashville",36.1495237733321,-86.7968045693596
"302","Yay Yay's","Eric Holt","1. Yes","","4. Information unavailable","","1. 0-3 Years","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","3. Somewhat likely",NA,"1.Not At All Likely",0,1,0,"During the day Yay’s is place where you can not only eat southern inspired food that your Grandma would approve of but a great place to meet with friends, do some work, or just relax and let your creative juices flow. We are also the perfect venue for your next dinner party, family function, business event, cocktail hour, and much more.","","hostyourevent@yayyaynashville.com","(615) 678-6129","","","No Genre Specifed",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"1903 JEFFERSON ST","09203042000","https://yayyaynashville.com/",37208,"Davidson","Nashville",36.1689166311576,-86.8083417844938
"303","Yee Haw Brewing Co. ","","2. No","","4. Information unavailable","","","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely",NA,"1.Not At All Likely",0,0,0,"Yee Haw Brewing Co. is a craft brewery located in Nashville, Tennessee. It was founded in 2018 with the goal of bringing a unique and quality beer experience to the city of Nashville.
he brewery also frequently hosts events, live music performances, and food truck pop-ups, making it a popular gathering spot for the local community.
","","","(615) 647-8272","","","No Genre Specifed",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","Yolan ","","1. Yes","","4. Information unavailable","","","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely",NA,"1.Not At All Likely",0,0,0,"Michelin-starred chef Tony Mantuano, with wine and hospitality expert Cathy Mantuano, bring authentic, fine Italian dining to Nashville. Live Jazz Music every Wednesday.","","yolan@thejosephnashville.com","(615) 231-0405","","","No Genre Specifed",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
